lon,lat
-113.02855374337705, 41.31936079871568
-113.02562342761951, 41.37287773984908
-113.01702633099885, 41.41031285290796
-113.01726856258924, 41.281327447256295
-113.00228845107772, 41.44176761973205
-112.99860398109743, 41.242886337970326
-112.9747037975114, 41.48158497507061
-112.98018163119603, 41.21618339664288
-112.95425631305866, 41.187789224115804
-112.94568159410794, 41.508752554936976
-112.9163942446624, 41.160049134413015
-112.89838639763379, 41.54148641625173
-112.8843854117087, 41.14070207101558
-112.85859412184674, 41.56134925755165
-112.84385624192561, 41.12312769201693
-112.81551416515421, 41.577004751671254
-112.80332707214252, 41.11086355703226
-112.77911484084352, 41.58553766313645
-112.76328916502345, 41.10387548195107
-112.73700661249745, 41.58967055895954
-112.72226873257632, 41.09948446271658
-112.69647744271435, 41.590934902772396
-112.68173956279323, 41.09961089709787
-112.65594827293125, 41.58919010831066
-112.64407609188369, 41.10183052290265
-112.61541910314816, 41.58221093046371
-112.58247317846701, 41.11578150715139
-112.57488993336507, 41.57146400805446
-112.5374311552322, 41.13360510365513
-112.53357123430048, 41.559970520727155
-112.47559906280456, 41.16737996851633
-112.49383159379887, 41.53416586557531
-112.45698689399606, 41.507165101038616
-112.44708785086878, 41.19095899801138
-112.4275111341538, 41.47665628414499
-112.3774488763854, 41.33176917573533
-112.42220361444838, 41.22139805070705
-112.40089540694908, 41.44369041983384
-112.40128318997756, 41.25095285149633
-112.3869819643707, 41.40672000923977
-112.38329749439043, 41.29754392099995
-112.37961302441015, 41.36986438709511
-113.0261780104712, 41.34584980237154
-112.60994764397905, 41.10671936758893
-112.50523560209425, 41.148221343873516
-112.39005235602095, 41.27470355731225
-112.92146596858639, 41.52766798418972
