lon,lat
-112.62672128264406, 40.91817502796469
-112.62379096688652, 40.971691969098096
-112.61519387026586, 41.00912708215697
-112.61543610185626, 40.88014167650531
-112.60045599034474, 41.040581848981056
-112.59677152036446, 40.84170056721934
-112.5728713367784, 41.080399204319626
-112.57834917046304, 40.81499762589189
-112.55242385232569, 40.78660345336482
-112.54384913337496, 41.10756678418599
-112.51456178392942, 40.75886336366203
-112.4965539369008, 41.140300645500744
-112.48255295097573, 40.73951630026459
-112.45676166111376, 41.160163486800656
-112.44202378119263, 40.721941921265945
-112.41368170442124, 41.17581898092026
-112.40149461140953, 40.70967778628127
-112.37728238011054, 41.184351892385465
-112.36145670429048, 40.70268971120009
-112.33517415176446, 41.188484788208555
-112.32043627184335, 40.6982986919656
-112.29464498198138, 41.18974913202141
-112.27990710206025, 40.69842512634688
-112.25411581219828, 41.18800433755967
-112.2422436311507, 40.70064475215167
-112.21358664241518, 41.181025159712725
-112.18064071773402, 40.714595736400405
-112.17305747263208, 41.17027823730348
-112.13559869449922, 40.73241933290414
-112.13173877356749, 41.158784749976164
-112.07376660207157, 40.766194197765344
-112.09199913306588, 41.132980094824326
-112.05515443326307, 41.10597933028763
-112.04525539013581, 40.7897732272604
-112.02567867342083, 41.075470513394
-111.97561641565241, 40.93058340498435
-112.0203711537154, 40.82021227995607
-111.99906294621609, 41.04250464908285
-111.99945072924459, 40.849767080745345
-111.98514950363773, 41.005534238488785
-111.98146503365744, 40.89635815024896
-111.97778056367716, 40.96867861634413
-112.62434554973822, 40.944664031620555
-112.20811518324608, 40.705533596837945
-112.10340314136126, 40.74703557312253
-111.98821989528795, 40.873517786561266
-112.5196335078534, 41.126482213438734
